91 Lê Lợi, Đức Hòa, Tây Ninh
389 Nguyễn Huệ, Đại Từ, Thái Nguyên
936 Nguyễn Trãi, Bảo Thắng, Lào Cai
327 Nguyễn Huệ, Cao Lãnh, Đồng Tháp
649 Phan Chu Trinh, Gio Linh, Quảng Trị
744 Phan Đình Phùng, Sơn Tịnh, Quảng Ngãi
486 Trần Hưng Đạo, Ngô Quyền, Hải Phòng
32 Trần Phú, Ngũ Hành Sơn, Đà Nẵng
314 Trần Hưng Đạo, Lào Cai, Lào Cai
132 Phan Chu Trinh, Cái Răng, Cần Thơ
463 Nguyễn Du, Quảng Ngãi, Quảng Ngãi
208 Hai Bà Trưng, Lào Cai, Lào Cai
418 Nguyễn Văn Cừ, Kiến An, Hải Phòng
968 Võ Thị Sáu, Cư M'gar, Đắk Lắk
348 Cách Mạng Tháng Tám, Diên Khánh, Khánh Hòa
554 Hai Bà Trưng, Lai Châu, Lai Châu
243 Đinh Tiên Hoàng, Sơn Tịnh, Quảng Ngãi
49 Lý Thường Kiệt, Hồng Lĩnh, Hà Tĩnh
373 Hai Bà Trưng, Sa Pa, Lào Cai
463 Trần Hưng Đạo, Hưng Yên, Hưng Yên
826 Hai Bà Trưng, Mỹ Hào, Hưng Yên
142 Nguyễn Thái Học, Hải Châu, Đà Nẵng
855 Lý Thường Kiệt, Yên Phong, Bắc Ninh
555 Hoàng Văn Thụ, Nghi Sơn, Thanh Hóa
723 Nguyễn Du, Vinh, Nghệ An
290 Đinh Tiên Hoàng, Phong Thổ, Lai Châu
279 Phan Chu Trinh, Sầm Sơn, Thanh Hóa
877 Lê Lợi, Diễn Châu, Nghệ An
174 Hoàng Văn Thụ, Móng Cái, Quảng Ninh
94 Nguyễn Thái Học, Văn Lâm, Hưng Yên
241 Lê Lợi, Kim Sơn, Ninh Bình
798 Lê Lợi, Long Xuyên, An Giang
742 Lý Thường Kiệt, Thuận Châu, Sơn La
448 Trần Phú, Bảo Thắng, Lào Cai
174 Trần Hưng Đạo, Trùng Khánh, Cao Bằng
627 Trần Phú, Mai Sơn, Sơn La
750 Trần Phú, Nghi Lộc, Nghệ An
621 Lý Thường Kiệt, Cửa Lò, Nghệ An
687 Quang Trung, Đức Hòa, Tây Ninh
554 Trần Phú, Phú Xuân, Huế
939 Nguyễn Huệ, Ninh Hòa, Khánh Hòa
33 Cách Mạng Tháng Tám, Hoa Lư, Ninh Bình
14 Nguyễn Du, Thanh Khê, Đà Nẵng
242 Trần Phú, Bến Lức, Tây Ninh
589 Nguyễn Huệ, Đầm Dơi, Cà Mau
756 Đinh Tiên Hoàng, Nho Quan, Ninh Bình
155 Nguyễn Du, Thanh Hóa, Thanh Hóa
530 Quang Trung, Đầm Dơi, Cà Mau
23 Nguyễn Thái Học, Sông Công, Thái Nguyên
846 Nguyễn Thái Học, Sa Đéc, Đồng Tháp
871 Đinh Tiên Hoàng, Nghi Xuân, Hà Tĩnh
464 Đinh Tiên Hoàng, Tam Đường, Lai Châu
807 Lê Lợi, Mang Thít, Vĩnh Long
399 Lê Duẩn, Long Khánh, Đồng Nai
648 Hoàng Văn Thụ, Ea Kar, Đắk Lắk
171 Hoàng Văn Thụ, Bỉm Sơn, Thanh Hóa
356 Trần Hưng Đạo, Ô Môn, Cần Thơ
242 Lê Duẩn, Đà Lạt, Lâm Đồng
818 Hai Bà Trưng, Sầm Sơn, Thanh Hóa
616 Cách Mạng Tháng Tám, Ninh Hòa, Khánh Hòa
565 Võ Thị Sáu, Bắc Ninh, Bắc Ninh
820 Trần Phú, Bát Xát, Lào Cai
650 Trần Phú, Diên Khánh, Khánh Hòa
324 Đinh Tiên Hoàng, Lào Cai, Lào Cai
67 Đinh Tiên Hoàng, Sa Pa, Lào Cai
205 Quang Trung, Tuyên Quang, Tuyên Quang
206 Lý Thường Kiệt, Thanh Khê, Đà Nẵng
453 Phan Đình Phùng, Gio Linh, Quảng Trị
579 Lý Thường Kiệt, Thanh Hóa, Thanh Hóa
643 Hai Bà Trưng, Lê Chân, Hải Phòng
297 Nguyễn Thái Học, Văn Lâm, Hưng Yên
305 Trần Phú, Lào Cai, Lào Cai
803 Trần Phú, Cửa Lò, Nghệ An
112 Cách Mạng Tháng Tám, Đông Hà, Quảng Trị
570 Võ Thị Sáu, Hàm Yên, Tuyên Quang
525 Lê Duẩn, Điện Biên, Điện Biên
756 Cách Mạng Tháng Tám, Long Khánh, Đồng Nai
915 Nguyễn Du, Kỳ Anh, Hà Tĩnh
853 Đinh Tiên Hoàng, Trần Văn Thời, Cà Mau
495 Võ Thị Sáu, Cái Răng, Cần Thơ
50 Phan Đình Phùng, Bình Thủy, Cần Thơ
530 Đinh Tiên Hoàng, Biên Hòa, Đồng Nai
597 Lê Duẩn, Thuận Châu, Sơn La
935 Trần Phú, Sa Pa, Lào Cai
111 Lý Thường Kiệt, Quế Võ, Bắc Ninh
355 Lý Thường Kiệt, Uông Bí, Quảng Ninh
58 Trần Phú, Văn Lâm, Hưng Yên
555 Hoàng Văn Thụ, Krông Pắc, Đắk Lắk
853 Hoàng Văn Thụ, Cư M'gar, Đắk Lắk
717 Trần Phú, Nghi Xuân, Hà Tĩnh
823 Lê Lợi, Bảo Lộc, Lâm Đồng
444 Trần Hưng Đạo, Tuần Giáo, Điện Biên
633 Phan Đình Phùng, Cao Lộc, Lạng Sơn
686 Hai Bà Trưng, Nguyên Bình, Cao Bằng
151 Nguyễn Du, Phú Thọ, Phú Thọ
798 Nguyễn Thái Học, Ninh Kiều, Cần Thơ
620 Phạm Văn Đồng, Hồng Lĩnh, Hà Tĩnh
62 Nguyễn Huệ, Tư Nghĩa, Quảng Ngãi
138 Quang Trung, Bảo Lộc, Lâm Đồng
468 Nguyễn Thái Học, Bảo Lộc, Lâm Đồng
337 Võ Thị Sáu, Đông Hà, Quảng Trị
549 Nguyễn Trãi, Hồng Lĩnh, Hà Tĩnh
338 Trần Phú, Hoa Lư, Ninh Bình
781 Nguyễn Du, Cao Lộc, Lạng Sơn
300 Phạm Văn Đồng, Yên Phong, Bắc Ninh
94 Lê Duẩn, Hồng Bàng, Hải Phòng
508 Lê Duẩn, Thuận Hóa, Huế
119 Hai Bà Trưng, Trùng Khánh, Cao Bằng
820 Võ Thị Sáu, Bát Xát, Lào Cai
186 Nguyễn Trãi, Lấp Vò, Đồng Tháp
996 Nguyễn Văn Cừ, Hồng Lĩnh, Hà Tĩnh
532 Nguyễn Trãi, Vĩnh Long, Vĩnh Long
960 Nguyễn Văn Cừ, Hoa Lư, Ninh Bình
927 Quang Trung, Long Xuyên, An Giang
591 Đinh Tiên Hoàng, Gio Linh, Quảng Trị
542 Hai Bà Trưng, Hương Thủy, Huế
2 Quang Trung, Sa Đéc, Đồng Tháp
48 Nguyễn Trãi, Đức Phổ, Quảng Ngãi
93 Lý Thường Kiệt, Ngô Quyền, Hải Phòng
85 Nguyễn Thái Học, Móng Cái, Quảng Ninh
352 Phan Đình Phùng, Sông Công, Thái Nguyên
149 Đinh Tiên Hoàng, Ngô Quyền, Hải Phòng
831 Nguyễn Trãi, Chư Păh, Gia Lai
477 Lê Duẩn, Quảng Ngãi, Quảng Ngãi
360 Lê Lợi, Trần Văn Thời, Cà Mau
148 Lê Lợi, Bát Xát, Lào Cai
552 Lý Thường Kiệt, Di Linh, Lâm Đồng
708 Phan Chu Trinh, Ninh Kiều, Cần Thơ
973 Lý Thường Kiệt, Nghi Xuân, Hà Tĩnh
63 Hai Bà Trưng, Sầm Sơn, Thanh Hóa
710 Phạm Văn Đồng, Sa Pa, Lào Cai
574 Nguyễn Trãi, Cao Lộc, Lạng Sơn
702 Quang Trung, Hồng Ngự, Đồng Tháp
323 Trần Hưng Đạo, Tư Nghĩa, Quảng Ngãi
225 Phan Đình Phùng, Diễn Châu, Nghệ An
590 Lê Lợi, Lạng Sơn, Lạng Sơn
840 Phan Chu Trinh, Sơn La, Sơn La
575 Lê Lợi, Phú Xuân, Huế
790 Nguyễn Du, Ngũ Hành Sơn, Đà Nẵng
940 Đinh Tiên Hoàng, Ninh Kiều, Cần Thơ
225 Võ Thị Sáu, Móng Cái, Quảng Ninh
391 Trần Phú, Đầm Dơi, Cà Mau
152 Hoàng Văn Thụ, Pleiku, Gia Lai
668 Võ Thị Sáu, Hàm Yên, Tuyên Quang
376 Võ Thị Sáu, Sầm Sơn, Thanh Hóa
455 Phan Đình Phùng, Bát Xát, Lào Cai
562 Lê Duẩn, Mường Lay, Điện Biên
959 Lý Thường Kiệt, Phong Thổ, Lai Châu
827 Nguyễn Huệ, Tam Đường, Lai Châu
976 Trần Phú, Quảng Trị, Quảng Trị
998 Trần Hưng Đạo, Nghi Xuân, Hà Tĩnh
646 Đinh Tiên Hoàng, Phong Thổ, Lai Châu
582 Nguyễn Văn Cừ, Vĩnh Linh, Quảng Trị
547 Trần Phú, Cao Lãnh, Đồng Tháp
669 Nguyễn Du, Sa Đéc, Đồng Tháp
662 Cách Mạng Tháng Tám, Bình Thủy, Cần Thơ
367 Trần Phú, Buôn Ma Thuột, Đắk Lắk
445 Phan Đình Phùng, Ngô Quyền, Hải Phòng
610 Nguyễn Huệ, Cẩm Phả, Quảng Ninh
929 Lê Duẩn, Châu Đốc, An Giang
795 Lý Thường Kiệt, Cẩm Phả, Quảng Ninh
317 Nguyễn Thái Học, Long Hồ, Vĩnh Long
121 Lý Thường Kiệt, Cẩm Phả, Quảng Ninh
769 Trần Phú, Từ Sơn, Bắc Ninh
844 Hai Bà Trưng, Yên Sơn, Tuyên Quang
765 Trần Phú, U Minh, Cà Mau
361 Nguyễn Du, Na Hang, Tuyên Quang
21 Phan Đình Phùng, Long Xuyên, An Giang
793 Trần Phú, Quảng Ngãi, Quảng Ngãi
490 Võ Thị Sáu, Bến Lức, Tây Ninh
138 Lê Lợi, Hương Trà, Huế
920 Cách Mạng Tháng Tám, Nghi Sơn, Thanh Hóa
321 Phạm Văn Đồng, Đức Phổ, Quảng Ngãi
710 Nguyễn Thái Học, Cà Mau, Cà Mau
358 Phạm Văn Đồng, Thuận Hóa, Huế
569 Nguyễn Văn Cừ, Hoa Lư, Ninh Bình
868 Lê Duẩn, Đông Hà, Quảng Trị
284 Cách Mạng Tháng Tám, Gio Linh, Quảng Trị
670 Cách Mạng Tháng Tám, Sầm Sơn, Thanh Hóa
683 Phan Đình Phùng, Hoa Lư, Ninh Bình
685 Nguyễn Văn Cừ, Tuần Giáo, Điện Biên
226 Hai Bà Trưng, Cao Bằng, Cao Bằng
309 Phan Đình Phùng, Cao Lộc, Lạng Sơn
345 Hoàng Văn Thụ, Long Hồ, Vĩnh Long
753 Quang Trung, Hương Thủy, Huế
372 Nguyễn Du, Hàm Yên, Tuyên Quang
914 Nguyễn Thái Học, Nghi Xuân, Hà Tĩnh
803 Nguyễn Thái Học, Sơn La, Sơn La
745 Đinh Tiên Hoàng, Đức Trọng, Lâm Đồng
807 Trần Phú, Ninh Kiều, Cần Thơ
106 Cách Mạng Tháng Tám, Thuận Hóa, Huế
454 Hoàng Văn Thụ, Bến Lức, Tây Ninh
345 Trần Hưng Đạo, Cái Răng, Cần Thơ
315 Lý Thường Kiệt, Tân An, Tây Ninh
873 Nguyễn Thái Học, Sa Pa, Lào Cai
304 Lê Lợi, Tân An, Tây Ninh
820 Võ Thị Sáu, Yên Phong, Bắc Ninh
474 Đinh Tiên Hoàng, Lâm Thao, Phú Thọ
347 Lê Lợi, Ngô Quyền, Hải Phòng
23 Trần Phú, U Minh, Cà Mau
722 Hai Bà Trưng, Ngô Quyền, Hải Phòng
321 Hai Bà Trưng, Văn Lâm, Hưng Yên
142 Phạm Văn Đồng, Nho Quan, Ninh Bình
935 Quang Trung, Lào Cai, Lào Cai
300 Nguyễn Trãi, Quảng Ngãi, Quảng Ngãi
724 Lê Lợi, U Minh, Cà Mau
524 Võ Thị Sáu, Hoa Lư, Ninh Bình
13 Nguyễn Du, Mỹ Hào, Hưng Yên
926 Nguyễn Trãi, Quế Võ, Bắc Ninh
190 Quang Trung, Trần Văn Thời, Cà Mau
516 Cách Mạng Tháng Tám, Ninh Kiều, Cần Thơ
635 Lê Lợi, Kỳ Anh, Hà Tĩnh
523 Trần Phú, Nho Quan, Ninh Bình
154 Hai Bà Trưng, Quảng Trị, Quảng Trị
835 Võ Thị Sáu, Nhơn Trạch, Đồng Nai
52 Trần Phú, Ngũ Hành Sơn, Đà Nẵng
125 Lý Thường Kiệt, Hàm Yên, Tuyên Quang
784 Quang Trung, Buôn Ma Thuột, Đắk Lắk
949 Hai Bà Trưng, Tịnh Biên, An Giang
629 Nguyễn Du, Cao Lộc, Lạng Sơn
225 Hai Bà Trưng, Việt Trì, Phú Thọ
11 Phan Chu Trinh, Hà Tĩnh, Hà Tĩnh
296 Lê Lợi, Mộc Hóa, Tây Ninh
335 Đinh Tiên Hoàng, Lào Cai, Lào Cai
784 Nguyễn Văn Cừ, Hồng Bàng, Hải Phòng
257 Phạm Văn Đồng, Thanh Hóa, Thanh Hóa
270 Hai Bà Trưng, Chi Lăng, Lạng Sơn
686 Phan Chu Trinh, Hồng Lĩnh, Hà Tĩnh
186 Trần Phú, Bảo Thắng, Lào Cai
86 Võ Thị Sáu, Nhơn Trạch, Đồng Nai
878 Lê Lợi, Lào Cai, Lào Cai
322 Nguyễn Du, Long Xuyên, An Giang
633 Hai Bà Trưng, Thanh Sơn, Phú Thọ
884 Nguyễn Thái Học, Krông Pắc, Đắk Lắk
342 Nguyễn Du, Hương Thủy, Huế
42 Quang Trung, Nguyên Bình, Cao Bằng
521 Trần Hưng Đạo, Đức Phổ, Quảng Ngãi
632 Nguyễn Văn Cừ, Hà Tĩnh, Hà Tĩnh
626 Trần Hưng Đạo, Cao Bằng, Cao Bằng
86 Nguyễn Văn Cừ, Đông Hà, Quảng Trị
786 Phạm Văn Đồng, Thuận Châu, Sơn La
623 Hoàng Văn Thụ, Trần Văn Thời, Cà Mau
390 Phan Chu Trinh, Sơn La, Sơn La
923 Nguyễn Huệ, Trần Văn Thời, Cà Mau
8 Đinh Tiên Hoàng, Móng Cái, Quảng Ninh
769 Nguyễn Trãi, Cái Răng, Cần Thơ
443 Phạm Văn Đồng, Biên Hòa, Đồng Nai
133 Phạm Văn Đồng, Hà Tĩnh, Hà Tĩnh
321 Lê Duẩn, Bảo Thắng, Lào Cai
218 Trần Hưng Đạo, Phú Xuân, Huế
431 Trần Hưng Đạo, Bảo Thắng, Lào Cai
464 Hoàng Văn Thụ, Long Xuyên, An Giang
342 Phan Chu Trinh, Cà Mau, Cà Mau
136 Phạm Văn Đồng, Yên Phong, Bắc Ninh
477 Trần Phú, Bình Minh, Vĩnh Long
827 Lê Lợi, Tân An, Tây Ninh
349 Đinh Tiên Hoàng, Thanh Hóa, Thanh Hóa
389 Phạm Văn Đồng, Mường Lay, Điện Biên
270 Nguyễn Văn Cừ, Lạng Sơn, Lạng Sơn
976 Phan Chu Trinh, Kim Sơn, Ninh Bình
344 Trần Hưng Đạo, Điện Biên Phủ, Điện Biên
82 Phan Chu Trinh, Di Linh, Lâm Đồng
62 Phan Chu Trinh, Châu Thành, An Giang
885 Nguyễn Thái Học, Mai Sơn, Sơn La
67 Võ Thị Sáu, Krông Pắc, Đắk Lắk
926 Lý Thường Kiệt, Long Xuyên, An Giang
894 Đinh Tiên Hoàng, Pleiku, Gia Lai
356 Lê Duẩn, Biên Hòa, Đồng Nai
679 Hoàng Văn Thụ, Việt Trì, Phú Thọ
327 Trần Phú, Văn Lâm, Hưng Yên
222 Lê Duẩn, Trảng Bom, Đồng Nai
464 Nguyễn Thái Học, Bến Lức, Tây Ninh
634 Hoàng Văn Thụ, Mỹ Hào, Hưng Yên
899 Trần Hưng Đạo, Long Hồ, Vĩnh Long
675 Nguyễn Văn Cừ, Vĩnh Long, Vĩnh Long
965 Phan Đình Phùng, Vinh, Nghệ An
573 Trần Hưng Đạo, Lâm Thao, Phú Thọ
225 Nguyễn Văn Cừ, Tam Đường, Lai Châu
353 Nguyễn Thái Học, Đại Từ, Thái Nguyên
230 Phan Chu Trinh, Yên Phong, Bắc Ninh
678 Lê Duẩn, Sơn Tịnh, Quảng Ngãi
534 Trần Phú, Tuần Giáo, Điện Biên
882 Lý Thường Kiệt, Kiến An, Hải Phòng
660 Quang Trung, Mai Sơn, Sơn La
714 Cách Mạng Tháng Tám, Hải Châu, Đà Nẵng
251 Cách Mạng Tháng Tám, Quảng Ngãi, Quảng Ngãi
746 Trần Hưng Đạo, Bảo Lộc, Lâm Đồng
248 Lê Duẩn, Nghi Lộc, Nghệ An
685 Lý Thường Kiệt, Vinh, Nghệ An
245 Nguyễn Trãi, Đại Từ, Thái Nguyên
623 Lý Thường Kiệt, Tam Đường, Lai Châu
850 Hai Bà Trưng, Di Linh, Lâm Đồng
308 Trần Phú, Cao Lộc, Lạng Sơn
528 Nguyễn Huệ, Trần Văn Thời, Cà Mau
679 Phan Đình Phùng, Lấp Vò, Đồng Tháp
851 Lý Thường Kiệt, Hương Trà, Huế
86 Nguyễn Trãi, Cẩm Phả, Quảng Ninh
107 Trần Phú, Bình Minh, Vĩnh Long
875 Nguyễn Thái Học, Hồng Bàng, Hải Phòng
633 Phan Đình Phùng, Yên Sơn, Tuyên Quang
596 Trần Phú, Hồng Ngự, Đồng Tháp
997 Nguyễn Văn Cừ, Trần Văn Thời, Cà Mau
801 Trần Phú, Cửa Lò, Nghệ An
844 Đinh Tiên Hoàng, Mộc Châu, Sơn La
530 Quang Trung, Điện Biên, Điện Biên
550 Nguyễn Văn Cừ, Văn Lâm, Hưng Yên
46 Trần Hưng Đạo, Hồng Lĩnh, Hà Tĩnh
20 Nguyễn Văn Cừ, Vĩnh Linh, Quảng Trị
333 Trần Phú, Lào Cai, Lào Cai
845 Quang Trung, Kim Sơn, Ninh Bình
448 Lê Duẩn, Nghi Xuân, Hà Tĩnh
316 Lý Thường Kiệt, Nhơn Trạch, Đồng Nai
835 Phan Chu Trinh, Sông Công, Thái Nguyên
6 Lê Duẩn, Sa Pa, Lào Cai
254 Võ Thị Sáu, Di Linh, Lâm Đồng
256 Nguyễn Trãi, Mường Lay, Điện Biên
656 Lê Lợi, Hồng Ngự, Đồng Tháp
672 Trần Phú, Vinh, Nghệ An
811 Lý Thường Kiệt, Tịnh Biên, An Giang
602 Nguyễn Huệ, Sông Công, Thái Nguyên
978 Nguyễn Trãi, Sơn Trà, Đà Nẵng
124 Quang Trung, Diên Khánh, Khánh Hòa
275 Trần Phú, Đại Từ, Thái Nguyên
253 Nguyễn Văn Cừ, Pleiku, Gia Lai
847 Nguyễn Huệ, Quảng Trị, Quảng Trị
302 Lê Lợi, Trần Văn Thời, Cà Mau
938 Đinh Tiên Hoàng, Trần Văn Thời, Cà Mau
149 Lê Duẩn, Châu Đốc, An Giang
613 Nguyễn Trãi, Yên Sơn, Tuyên Quang
39 Phan Đình Phùng, Chi Lăng, Lạng Sơn
730 Nguyễn Thái Học, Phổ Yên, Thái Nguyên
361 Nguyễn Thái Học, Trần Văn Thời, Cà Mau
329 Quang Trung, Hương Trà, Huế
511 Hoàng Văn Thụ, Uông Bí, Quảng Ninh
895 Đinh Tiên Hoàng, Yên Phong, Bắc Ninh
847 Nguyễn Trãi, Diên Khánh, Khánh Hòa
783 Phạm Văn Đồng, Bình Minh, Vĩnh Long
701 Cách Mạng Tháng Tám, Đại Từ, Thái Nguyên
875 Trần Phú, Yên Sơn, Tuyên Quang
312 Nguyễn Du, Đức Phổ, Quảng Ngãi
630 Nguyễn Văn Cừ, Vĩnh Linh, Quảng Trị
41 Lê Duẩn, Phổ Yên, Thái Nguyên
265 Trần Hưng Đạo, Nguyên Bình, Cao Bằng
415 Nguyễn Du, Đầm Dơi, Cà Mau
284 Lý Thường Kiệt, Kỳ Anh, Hà Tĩnh
416 Trần Phú, Châu Đốc, An Giang
14 Hoàng Văn Thụ, Tuyên Quang, Tuyên Quang
794 Lê Duẩn, Biên Hòa, Đồng Nai
977 Lê Duẩn, Diên Khánh, Khánh Hòa
843 Trần Phú, Thuận Châu, Sơn La
625 Nguyễn Thái Học, Yên Sơn, Tuyên Quang
534 Nguyễn Du, Cư M'gar, Đắk Lắk
125 Phan Chu Trinh, Phú Thọ, Phú Thọ
571 Đinh Tiên Hoàng, Hồng Ngự, Đồng Tháp
424 Trần Phú, Hưng Yên, Hưng Yên
693 Cách Mạng Tháng Tám, Quế Võ, Bắc Ninh
938 Nguyễn Huệ, Móng Cái, Quảng Ninh
968 Hai Bà Trưng, Bình Minh, Vĩnh Long
687 Nguyễn Du, Di Linh, Lâm Đồng
389 Hai Bà Trưng, Mang Thít, Vĩnh Long
435 Lê Lợi, Long Xuyên, An Giang
264 Hoàng Văn Thụ, Buôn Ma Thuột, Đắk Lắk
404 Cách Mạng Tháng Tám, Cái Răng, Cần Thơ
590 Nguyễn Văn Cừ, Diên Khánh, Khánh Hòa
366 Lê Lợi, Yên Phong, Bắc Ninh
398 Phan Đình Phùng, Vĩnh Linh, Quảng Trị
592 Nguyễn Huệ, Uông Bí, Quảng Ninh
300 Cách Mạng Tháng Tám, Đức Phổ, Quảng Ngãi
174 Hoàng Văn Thụ, Lê Chân, Hải Phòng
982 Nguyễn Văn Cừ, Thuận Hóa, Huế
314 Nguyễn Văn Cừ, Tư Nghĩa, Quảng Ngãi
214 Nguyễn Du, Tam Điệp, Ninh Bình
115 Nguyễn Huệ, Thái Nguyên, Thái Nguyên
806 Hai Bà Trưng, Trần Văn Thời, Cà Mau
700 Nguyễn Huệ, Hồng Bàng, Hải Phòng
795 Hoàng Văn Thụ, Diễn Châu, Nghệ An
649 Lý Thường Kiệt, Nghi Xuân, Hà Tĩnh
40 Nguyễn Văn Cừ, Sông Công, Thái Nguyên
702 Phan Chu Trinh, Bình Thủy, Cần Thơ
927 Trần Phú, Trần Văn Thời, Cà Mau
60 Phan Đình Phùng, Ngô Quyền, Hải Phòng
981 Đinh Tiên Hoàng, Vinh, Nghệ An
538 Nguyễn Huệ, Bảo Lộc, Lâm Đồng
315 Nguyễn Văn Cừ, Hoa Lư, Ninh Bình
566 Nguyễn Văn Cừ, Yên Phong, Bắc Ninh
375 Hai Bà Trưng, Thanh Hóa, Thanh Hóa
693 Hoàng Văn Thụ, Từ Sơn, Bắc Ninh
180 Phan Chu Trinh, Hương Thủy, Huế
948 Lý Thường Kiệt, Hưng Yên, Hưng Yên
680 Quang Trung, Châu Thành, An Giang
913 Trần Hưng Đạo, Nghi Sơn, Thanh Hóa
554 Nguyễn Huệ, Châu Thành, An Giang
907 Phan Chu Trinh, Nho Quan, Ninh Bình
3 Phan Đình Phùng, Nha Trang, Khánh Hòa
132 Hai Bà Trưng, Móng Cái, Quảng Ninh
869 Nguyễn Thái Học, Bình Thủy, Cần Thơ
636 Lý Thường Kiệt, Đông Hà, Quảng Trị
693 Lê Duẩn, Lai Châu, Lai Châu
796 Lê Duẩn, Bến Lức, Tây Ninh
377 Nguyễn Trãi, Quế Võ, Bắc Ninh
112 Trần Phú, Gio Linh, Quảng Trị
794 Hai Bà Trưng, Việt Trì, Phú Thọ
943 Cách Mạng Tháng Tám, Vĩnh Long, Vĩnh Long
713 Trần Phú, Buôn Ma Thuột, Đắk Lắk
715 Trần Hưng Đạo, Long Xuyên, An Giang
891 Nguyễn Văn Cừ, Thuận Hóa, Huế
983 Nguyễn Huệ, Na Hang, Tuyên Quang
199 Phan Chu Trinh, Nghi Xuân, Hà Tĩnh
767 Trần Phú, Phú Thọ, Phú Thọ
42 Nguyễn Thái Học, Mộc Châu, Sơn La
782 Võ Thị Sáu, Biên Hòa, Đồng Nai
97 Đinh Tiên Hoàng, Đức Phổ, Quảng Ngãi
803 Đinh Tiên Hoàng, Châu Thành, An Giang
811 Nguyễn Du, Diên Khánh, Khánh Hòa
939 Phan Đình Phùng, Sa Pa, Lào Cai
787 Phạm Văn Đồng, Tịnh Biên, An Giang
737 Phan Đình Phùng, Ninh Hòa, Khánh Hòa
932 Phan Đình Phùng, An Khê, Gia Lai
396 Lê Lợi, Thuận Hóa, Huế
159 Quang Trung, Nguyên Bình, Cao Bằng
656 Nguyễn Huệ, Kim Sơn, Ninh Bình
210 Trần Phú, Cửa Lò, Nghệ An
244 Nguyễn Huệ, Nghi Sơn, Thanh Hóa
64 Cách Mạng Tháng Tám, Nha Trang, Khánh Hòa
761 Trần Phú, Kiến An, Hải Phòng
896 Võ Thị Sáu, Gio Linh, Quảng Trị
33 Hoàng Văn Thụ, Long Khánh, Đồng Nai
650 Nguyễn Trãi, Ngô Quyền, Hải Phòng
98 Trần Hưng Đạo, Quế Võ, Bắc Ninh
721 Cách Mạng Tháng Tám, Ngũ Hành Sơn, Đà Nẵng
949 Nguyễn Văn Cừ, Mang Thít, Vĩnh Long
427 Nguyễn Trãi, Sa Pa, Lào Cai
173 Cách Mạng Tháng Tám, Cái Răng, Cần Thơ
396 Lý Thường Kiệt, Đầm Dơi, Cà Mau
331 Hoàng Văn Thụ, Ayun Pa, Gia Lai
317 Hai Bà Trưng, Cam Ranh, Khánh Hòa
317 Phạm Văn Đồng, Nho Quan, Ninh Bình
895 Trần Phú, Hương Thủy, Huế
148 Hai Bà Trưng, Sơn Trà, Đà Nẵng
279 Hoàng Văn Thụ, Tuyên Quang, Tuyên Quang
679 Phan Chu Trinh, Mai Sơn, Sơn La
304 Hoàng Văn Thụ, Lạng Sơn, Lạng Sơn
879 Hai Bà Trưng, Sơn Trà, Đà Nẵng
866 Lý Thường Kiệt, Nghi Sơn, Thanh Hóa
691 Võ Thị Sáu, Châu Thành, An Giang
686 Võ Thị Sáu, Ngô Quyền, Hải Phòng
740 Phan Chu Trinh, Mang Thít, Vĩnh Long
965 Phan Chu Trinh, Quảng Ngãi, Quảng Ngãi
636 Nguyễn Văn Cừ, Phú Thọ, Phú Thọ
69 Trần Phú, Sa Pa, Lào Cai
990 Nguyễn Thái Học, Văn Lâm, Hưng Yên
709 Hai Bà Trưng, Hương Thủy, Huế
194 Võ Thị Sáu, Sơn Trà, Đà Nẵng
523 Lê Duẩn, Cửa Lò, Nghệ An
311 Phan Đình Phùng, Cái Răng, Cần Thơ
887 Phan Đình Phùng, Trùng Khánh, Cao Bằng
502 Phạm Văn Đồng, Krông Pắc, Đắk Lắk
591 Phạm Văn Đồng, Bảo Lộc, Lâm Đồng
138 Hoàng Văn Thụ, Trảng Bom, Đồng Nai
778 Võ Thị Sáu, Cao Lộc, Lạng Sơn
605 Nguyễn Trãi, Ngô Quyền, Hải Phòng
820 Đinh Tiên Hoàng, Văn Lâm, Hưng Yên
451 Lê Duẩn, Hồng Lĩnh, Hà Tĩnh
42 Trần Phú, Long Khánh, Đồng Nai
853 Phạm Văn Đồng, Bình Thủy, Cần Thơ
791 Lê Lợi, Gio Linh, Quảng Trị
982 Phạm Văn Đồng, Sầm Sơn, Thanh Hóa
128 Trần Phú, Krông Pắc, Đắk Lắk
385 Nguyễn Thái Học, Hương Trà, Huế
872 Trần Phú, Điện Biên, Điện Biên
750 Nguyễn Huệ, Thuận Châu, Sơn La
686 Quang Trung, Mường Lay, Điện Biên
380 Nguyễn Thái Học, Diên Khánh, Khánh Hòa
250 Phạm Văn Đồng, Ô Môn, Cần Thơ
735 Phạm Văn Đồng, Sơn Tịnh, Quảng Ngãi
209 Nguyễn Trãi, Tư Nghĩa, Quảng Ngãi
745 Lê Lợi, Sầm Sơn, Thanh Hóa
408 Nguyễn Du, An Khê, Gia Lai
709 Võ Thị Sáu, Bảo Thắng, Lào Cai
373 Nguyễn Du, Ngũ Hành Sơn, Đà Nẵng
178 Phan Chu Trinh, Thanh Khê, Đà Nẵng
45 Lê Duẩn, Buôn Ma Thuột, Đắk Lắk
217 Trần Hưng Đạo, Vĩnh Linh, Quảng Trị
